Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
1290;Os flagelados nos sertões pernambucanos ;30;9;59.14;07/08/2011;3;portugues
1291;SEAWATER;53;9;429.23;31/08/2018;3;portugues
1292;Programa Nacional de Direitos Humanos;62;9;228.22;30/06/2005;1;portugues
1293;Engenharia de métodos ;66;9;433.55;21/01/2009;1;portugues
1294;O jogo da dissimulaçào;62;9;473.05;11/06/2017;4;portugues
1295;A mochila e o 5S ;73;9;501.31;27/10/2001;3;portugues
1296;O mito, o ritual e o oral ;19;9;250.26;09/04/2006;5;portugues
1297;Previsào para este ano ;27;10;80.47;13/03/2005;1;portugues
1298;Espaà±a en la XXIV Bienal Internacional de Sào Paulo ;38;10;64.42;29/10/2016;1;portugues
1299;Unas lecciones de metafisica ;38;10;6.35;11/04/2008;4;portugues
1300;Diretrizes da açào governamental para o Nordeste;6;10;73.98;21/10/2009;5;portugues
1301;Conciliaçào entre modelos de mecanismos avançados de oxidaçào eletroquâmica;27;10;468.17;22/05/2010;3;portugues
1302;O fermento na massa o 4. encontro intereclesial das Comunidades Eclesiais de Base ;22;10;445.95;05/08/2010;3;portugues
1303;Comunicaçào, educaçào e democracia no legislativo brasileiro ;52;10;341.14;27/10/2014;1;portugues
1304;Fundamentos de nutriçào de peixes ;62;10;444.38;04/09/2003;3;portugues
1305;Guia prático de análise literária ;56;10;231.24;03/02/2000;4;portugues
1306;Bioquâmica ilustrada ;5;10;244.8;21/04/2015;3;portugues
1307;Curso de filosofia ;4;10;360.09;15/12/2012;3;portugues
1308;A formaçào na sociedade do espetáculo ;33;10;399.63;20/09/2008;2;portugues
1309;The first stars;15;10;473.14;27/07/2000;1;portugues
1310;Kit de treinamento MCITP (Exame 70-646);38;10;167.13;30/06/2017;2;portugues
1311;Estratégias de nutriçào e suplementaçào no esporte ;57;10;316.95;17/02/2004;1;portugues
1312;Marte e Vênus juntos para sempre;67;10;199.84;12/11/2014;5;portugues
1313;Liza ;64;10;315.16;27/03/2010;3;portugues
1314;Moscas-das-frutas no Brasil;66;10;48.26;12/09/2003;4;portugues
1315;Traité élémentaire de philosophie ;13;10;368.33;14/02/2018;1;portugues
1316;Ao som do samba:;17;10;462.16;21/09/2003;2;portugues
1317;O duplo e a metamorfose;14;10;494.98;25/06/2014;2;portugues
1318;Maestria;58;10;516.73;23/06/2006;2;portugues
1319;Psichari ;31;10;128.04;06/01/2000;2;portugues
1320;Atividade do professor na educaçào à  distância;10;10;506.36;16/06/2009;3;portugues
1321;SUS;20;10;344.22;26/10/2008;4;portugues
1322;Adolescente tambem e gente! ;51;10;240.93;03/11/2013;5;portugues
1323;Homeopatia ;64;10;260.85;27/01/2001;1;portugues
1324;Patrimônio geolígico y minero en el contexto del cierre de minas. ;5;10;412.14;20/01/2004;3;portugues
1325;Obtençào de sistemas microemulsionados e estudo de simulaçào por dinâmica molecular de sistemas micelados objetivando a veiculaçào de produtos naturais bioativos;18;10;345.87;03/06/2007;1;portugues
1326;Educaçào infantil;20;10;133.69;12/03/2009;4;portugues
1327;Estética da música ;26;10;193.14;19/10/2002;1;portugues
1328;Cuestiones disputadas ensayos de filosofia ;2;10;404.32;04/03/2003;4;portugues
1329;Rotae temporis ;37;10;33.45;13/08/2002;1;portugues
1330;A filosofia pagà;63;10;2.84;12/11/2009;2;portugues
1331;Desempenho de clones diplíides e poliplíides de seringueira (Havea sp) no Sul da Bahia ;26;10;339.86;11/03/2014;2;portugues
1332;Sto. Tomás de Aquino:;44;10;87.44;11/09/2017;5;portugues
1333;O professor-performer ;62;10;385.4;27/08/2014;5;portugues
1334;Fundamentos da análise estrutural ;55;10;31.77;16/04/2017;2;portugues
1335;Modelagem numérica de escoamento padrào anular com transferência de calor e massa;68;10;440.3;23/01/2009;1;portugues
1336;Atentado à  verdade;47;10;14.18;23/12/2013;2;portugues
1337;Quâmica para engenharia ;19;10;339.17;02/04/2009;3;portugues
1338;Música nas veias;25;10;489.23;22/02/2005;4;portugues
1339;Probabilidade:;56;10;203.66;29/03/2005;3;portugues
1340;Religiào e classes populares ;67;10;124.28;13/01/2009;5;portugues
1341;Monografias, 1980. -;59;10;183.24;20/06/2011;5;portugues
1342;A arte de SEO  ;21;10;364.02;24/10/2005;2;portugues
1343;A previdência rural universalista e a sua relevância na economia dos municâpios do Rio Grande do Norte;44;10;508.34;16/09/2016;4;portugues
1344;Deus o abençoe, Dr. Kevorkian ;60;10;74.98;12/02/2013;1;portugues
1345;Decentering music;37;10;113.83;25/01/2007;3;portugues
1346;Anotações sobre um escândalo ;28;10;274.51;14/12/2008;1;portugues
1347;A ficçào e o poema;41;10;340.56;24/07/2006;2;portugues
1348;Movimento de borboletas frugâvoras e conectividade funcional em uma paisagem de Mata Atlântica;31;10;120.16;27/02/2001;5;portugues
1349;Petrografia macroscípica das rochas âgneas, sedimentares e metamírficas ;3;10;133.92;10/02/2015;2;portugues
1350;Histoire de la philosophie europeene ;36;10;390.44;17/09/2012;2;portugues
1351;Filosofia:;63;10;68.95;21/05/2016;2;portugues
1352;Modelagem numérica de estruturas de contençào atirantadas em areia;66;10;330.17;31/07/2008;4;portugues
1353;Diretrizes operacionais;28;10;229.93;25/09/2016;2;portugues
1354;à“pio;62;10;221.21;19/05/2006;1;portugues
1355;Crianças com paralisia cerebral;5;10;159.69;27/05/2012;4;portugues
1356;Gregor e a profecia de sangue;65;10;5.47;23/05/2010;1;portugues
1357;Avaliaçào do conhecimento e de habilidades clânicas em saúde sexual e reprodutiva na graduaçào de medicina;49;10;358.36;04/10/2009;2;portugues
1358;Denominaçào de origem e indicaçào de procedência ;15;10;509.59;15/07/2012;4;portugues
1359;Knole and the Sackvilles ;45;10;443.16;16/02/2010;4;portugues
1360;Direito do ambiente;24;10;178.45;23/12/2003;5;portugues
1361;Atire no pianista ;7;10;399.7;23/08/2007;4;portugues
1362;L'adolescent et les sports  ;34;10;157.62;03/07/2015;5;portugues
1363;Ensino de lângua portuguesa;26;10;407.57;01/10/2001;1;portugues
1364;Educaçào;4;10;394.82;17/12/2005;1;portugues
1365;Lendas e mitos do folclore brasileiro;40;10;166.39;08/10/2018;1;portugues
1366;The internet of things in the cloud;23;10;178.48;25/09/2003;5;portugues
1367;Fisiologia dinâmica;28;10;511.12;13/04/2003;1;portugues
1368;Os trabalhos de amor e outras mandingas;21;10;485.96;18/08/2002;3;portugues
1369;Madame Bovary ;57;10;205.63;05/06/2005;2;portugues
1370;Sistemas de informações gerenciais em organizações de saúde ;46;10;28.52;29/12/2010;5;portugues
1371;Bandeirantes;22;10;390.73;05/03/2002;1;portugues
1372;Forensic human identification ;3;10;402.11;14/04/2004;3;portugues
1373;Saúde, ambiente e sustentabilidade ;20;10;400.47;02/07/2017;1;portugues
1374;Aquaculture and the environment ;1;10;471.86;30/12/2008;5;portugues
1375;As idéias de Piaget ;59;10;177.2;20/06/2012;4;portugues
1376;A árvore zoolígica de Lalico Pimentào ;22;10;240.85;28/03/2010;5;portugues
1377;Configuration management principles and practice ;3;10;270.98;28/01/2009;1;portugues
1378;Pequena bibliografia critica da literatura brasileira;38;10;259.14;13/04/2000;2;portugues
1379;O risco do bordado ;3;10;502.55;19/07/2004;5;portugues
1380;Saúde pela alimentaçào ;5;10;354.92;06/01/2014;2;portugues
1381;Estudo da relaçào entre formaçào docente e desenvolvimento do pensamento;27;10;66.29;19/04/2008;2;portugues
1382;Hierarquizaçào e identificaçào dos espaços urbanos ;24;10;217.58;11/06/2016;2;portugues
1383;Motricidade orofacial;39;10;232.02;21/11/2005;1;portugues
1384;PROINE;24;10;199.66;22/08/2000;4;portugues
1385;Comportamento produtivo das principais culturas produtoras de gràos alimentares no Estado do Pará na década de 80 ;25;10;384.28;14/07/2005;2;portugues
1386;Taxas de retorno dos investimentos da EMBRAPA;25;10;416.4;20/08/2018;4;portugues
1387;Perfis do lançamento foliar, da floraçào, da bibraçào e de estagios do fruto do cacaueiro no Estado da Bahia, no periodo 198788 ;18;10;115.4;12/04/2011;2;portugues
1388;Quantas músicas tem a música? ou Algo estranho no museu! ;34;10;145.63;12/02/2018;2;portugues
1389;Tarsila do Amaral;49;10;122.29;20/02/2015;2;portugues
1390;Social dimension of leprosy(the) ;58;10;48.21;07/09/2016;2;portugues
1391;Rede SUAS;10;10;403.77;14/07/2009;1;portugues
1392;Princâpios de anatomia e fisiologia em fonoaudiologia ;11;10;167.9;04/01/2015;1;portugues
1393;Conocimiento y trabajo  ;46;10;490.38;21/03/2002;3;portugues
1394;Tributário ;8;10;456.27;06/04/2017;4;portugues
1395;O caderno;50;10;5.72;17/03/2018;1;portugues
1396;Glossário de tributos e impostos antigos do mundo todo ;45;10;296.79;02/09/2017;3;portugues
1397;Urban space and structures ;60;10;130.07;26/03/2003;2;portugues
1398;Edital FNMA NÂº 072001;26;10;334.77;14/05/2015;5;portugues
1399;PM Mind Map;29;10;489.12;10/01/2008;1;portugues
1400;Uma introduçào à  medicina;31;10;3.25;09/01/2004;5;portugues
1401;Murderers make mistakes ;8;10;421.33;29/02/2004;3;portugues
1402;Formal and transcendental logic ;63;10;488.61;23/10/2015;5;portugues
1403;Approaches to economic development ;32;10;82.47;20/09/2008;1;portugues
1404;Currâculo e polâticas públicas ;28;10;127.6;01/05/2016;5;portugues
1405;As veias abertas da América Latina ;19;10;238.77;01/06/2008;2;portugues
1406;Crise e reforma da UNESCO;15;10;459.56;02/02/2003;3;portugues
1407;Ecolinguâstica;74;10;236.09;01/01/2013;1;portugues
1408;Diálogos sobre a tecnologia do cinema brasileiro ;72;10;158.17;09/02/2007;1;portugues
1409;Cultivando os frutos sociais;4;10;355.6;11/05/2013;2;portugues
1410;Thermodynamics ;8;10;167.59;14/12/2012;3;portugues
1411;àlgebra linear e suas aplicações;1;10;134.32;12/07/2013;4;portugues
1412;Ações regressivas acidentárias ;23;10;318.9;07/08/2015;1;portugues
1413;Les six jours du Condor ;43;10;412.5;22/10/2013;5;portugues
1414;Regards ;70;10;437.72;26/02/2011;3;portugues
1415;O caminho de Jesus Cristo;21;10;468.59;28/01/2006;4;portugues
1416;Pesquisa qualitativa na atençào à  saúde ;20;10;192.86;24/11/2017;1;portugues
1417;O galo maluco ;41;10;167.41;02/07/2000;5;portugues
1418;Os progressos da engenharia genéticl:;32;10;280.45;22/11/2010;3;portugues
1419;Comunicações analígicas e digitais;10;10;111.67;27/10/2005;4;portugues
1420;Patriotismo e nacionalismo ;66;10;17.55;14/10/2008;3;portugues
1421;Os anos de aprendizado de Wilhelm Meister ;13;10;89.59;24/11/2011;2;portugues
1422;Modern cosmology ;36;10;243.87;29/10/2001;1;portugues
1423;Registro de experiências educacionais ;51;10;97.47;01/12/2001;5;portugues
1424;Humanismo pluridimensional;60;10;184.69;14/03/2012;4;portugues
1425;Cinema;29;10;439.69;18/02/2017;5;portugues
1426;O pequeno I Ching ;23;10;393.13;11/01/2002;1;portugues
1427;La formaciín de conceptos cientâficos;10;10;100.38;13/02/2008;2;portugues
1428;O texto;41;10;511.07;14/06/2013;3;portugues
1429;Inside the Third Reich ;38;10;47.95;29/08/2000;3;portugues
1430;Caminhos da literatura infantil e juvenil;52;10;482.59;07/02/2008;1;portugues
1431;O artesào de ecossistemas:;39;10;235.61;13/03/2005;2;portugues
1432;Propriedades magnéticas de ortoferritas de lantânio dopadas com estrôncio;2;10;203.59;25/09/2001;2;portugues
1433;Stravinsky ;71;10;403.03;03/07/2018;4;portugues
1434;Quem ama nào adoece;58;10;301.31;16/12/2007;1;portugues
1435;Amazônia;69;10;120.94;31/05/2011;2;portugues
1436;Reflexões sobre a lingua portuguesa;11;10;469.85;16/10/2016;5;portugues
1437;Poesias completas ;62;10;331.6;08/04/2005;4;portugues
1438;Olhares inusitados;12;10;427.48;04/11/2006;4;portugues
1439;Ministro Marco Aurélio;43;10;396.26;03/10/2016;2;portugues
1440;Equações diferenciais ;74;10;86.72;27/07/2002;4;portugues
1441;Desenvolvimento nacional, desenvolvimento regional e moeda;28;11;242.64;02/05/2014;4;portugues
1442;Comunicaçào, hegemonia e contra-hegemonia  ;18;11;426.47;05/06/2011;3;portugues
1443;Dicionário de nutriçào e tecnologia de alimentos ;22;11;507.39;11/08/2018;1;portugues
1444;La théorie Bergsonienne de la religion ;48;11;400.04;07/11/2000;3;portugues
1445;Estrutura do dossel e acúmulo de forragem dos capins Piatà e Marandu sob pastejo com ovinos;22;11;101.35;07/03/2017;5;portugues
1446;Virando a escola do avesso por meio da avaliaçào ;2;11;283.97;11/04/2006;4;portugues
1447;A arte rupestre como expressào comunicativa da cultura ;28;11;441.8;19/04/2016;1;portugues
1448;IPEANE;16;11;343.78;04/09/2005;3;portugues
1449;Estudo sobre a reduçào aluminotérmica de Ta2O5 e TiO2 usando descarga de cátodo oco;26;11;126.89;31/12/2014;2;portugues
1450;D. Pedro II ;61;11;107.93;02/06/2007;2;portugues
1451;Impactos tecnolígicos das parcerias da Petrobras com universidades, centros de pesquisa e firmas brasileiras ;11;11;273.72;12/09/2014;3;portugues
1452;Por uma semente de paz ;69;11;25.96;09/07/2009;2;portugues
1453;Avaliaçào da biodessulfurizaçào de 4-metildibenzotiofeno por Rhodococus rhodochrous (NRRL B-2149);6;11;225.99;28/08/2000;3;portugues
1454;A guided tour of mathematical methods for the physical sciences ;41;11;156.71;15/08/2002;2;portugues
1455;A new approach to ear training;21;11;154.29;22/08/2006;2;portugues
1456;Prelúdios de um novo dia ;52;11;266.68;07/11/2009;5;portugues
1457;Como nào aprender inglês;55;11;86.78;18/09/2006;4;portugues
1458;Projetos de empreendimentos agroindustriais;42;11;378.83;01/09/2000;3;portugues
1459;Graph drawing;10;11;424.68;27/02/2005;1;portugues
1460;Redes neurais artificiais ;45;11;281.89;29/06/2001;5;portugues
1461;Otorrinolaringologia pediátrica ;72;11;10.12;10/04/2015;5;portugues
1462;Gifts from a Course in miracles ;65;11;358.81;31/10/2002;1;portugues
1463;Jitirana ;15;11;288.17;14/06/2015;2;portugues
1464;Obrando en autos, obrando en vidas;47;11;233.24;07/02/2012;3;portugues
1465;Ainda existe esperança;7;11;89.78;19/10/2007;2;portugues
1466;Segurança pública e direitos humanos;17;11;482.84;02/03/2000;1;portugues
1467;Centros de informaçào sobre medicamentos;52;11;46.36;13/01/2012;3;portugues
1468;Administraçào financeira e orçamentária;43;11;145.33;03/01/2006;3;portugues
1469;Juca das rosas ;51;11;422.09;17/11/1999;3;portugues
1470;Manual do foca;59;11;140.83;18/01/2000;1;portugues
1471;Tempos;54;11;101.01;18/07/2003;3;portugues
1472;A grande aventura de Maria fumaça ;62;11;403.15;30/01/2011;4;portugues
1473;Introduction to MATLAB 7 ;28;11;349.61;01/10/2013;2;portugues
1474;Los procesos metacognitivos en la comprensiín de las prácticas de los estudiantes cuando resuelven problemas matemáticos;61;11;68.54;07/03/2015;3;portugues
1475;O modernismo no Brasil ;22;11;379.24;13/01/2004;4;portugues
1476;Humor, lângua e discurso ;16;11;487.93;20/10/2017;3;portugues
1477;Ecology of freshwater fish production ;10;11;144.24;18/12/1999;1;portugues
1478;Acidentes de trabalho;54;11;91.0;24/03/2005;1;portugues
1479;Proceedings of the international symposium on skeletal microanalysis of marine fish stocks;13;11;328.08;14/03/2006;3;portugues
1480;Divisões perigosas;14;11;321.37;27/08/2008;5;portugues
1481;Catálogo de los mamâferos vivientes y extinguidos de las antilhas ;40;11;98.07;10/06/2012;1;portugues
1482;Histologia e biologia celular;45;11;342.11;23/10/2009;3;portugues
1483;A cultura da ervilha;45;11;409.15;05/04/2016;2;portugues
1484;A escola socializadora;15;11;4.21;05/03/2010;2;portugues
1485;Sistema plantio direto;70;11;480.83;13/08/2003;2;portugues
1486;Atividade fâsica adaptada;57;11;59.27;15/07/2013;1;portugues
1487;Tratado da metodologia da pesquisa clânico-qualitativa;35;11;65.32;23/03/2014;5;portugues
1488;0 papel da leitura nas aulas de inglês;37;11;475.87;14/09/2016;5;portugues
1489;Desenvolvimento de talentos e altas habilidades;56;11;155.84;28/02/2014;2;portugues
1490;Igreja e educaçào feminina (1859-1919);71;11;376.28;10/01/2004;4;portugues
1491;Curso de direito tributário municipal ;23;11;184.55;22/09/2002;1;portugues
1492;El negocio de la felicidad ;27;11;126.32;14/02/2016;5;portugues
1493;Sartre (1905-1980) em 90 minutos ;40;11;352.05;22/09/2003;5;portugues
1494;Avaliaçào de parâmetros de estresse oxidativo em plantas de cana-de-açúcar tratadas com períxido de hidrogênio;27;11;493.08;21/02/2006;3;portugues
1495;Homem em queda ;36;11;481.08;09/06/2015;1;portugues
1496;Enciclopédia Rural. -;6;11;509.31;11/08/2005;3;portugues
1497;Tributos da França;47;11;268.33;03/09/2005;5;portugues
1498;Bates' guide to physical examination and history taking ;39;11;439.16;24/03/2006;4;portugues
1499;O que é o método cientâfico ;70;11;184.75;08/11/2000;4;portugues
1500;Batidas intensas;39;11;290.99;21/12/2013;4;portugues
1501;Charles Bukowski;20;11;246.16;21/07/2007;3;portugues
1502;Obras completas ;74;11;140.83;10/05/2011;1;portugues
1503;àlvaro Siza Modern Redux;47;11;340.37;02/06/2011;5;portugues
1504;Sabiston textbook of surgery;59;11;502.19;10/12/2009;3;portugues
1505;A filosofia francesa contemporânea ;61;11;397.37;30/11/2011;3;portugues
1506;A poesia cearense no século XX;43;11;124.67;03/06/2009;4;portugues
1507;Programa de proteçào ao pré-escolar ;25;11;195.37;02/03/2002;2;portugues
1508;O sal e a pecuária brasileira ;52;11;343.2;22/06/2014;1;portugues
1509;Introduction a la philosophie ;13;11;169.7;08/06/2016;4;portugues
1510;Terceirizaçào;68;11;304.44;08/03/2015;2;portugues
1511;Mélanges ;35;11;371.43;18/08/2015;4;portugues
1512;Journal de Raissa ;2;11;498.68;18/06/2004;5;portugues
1513;Remote sensing applications in meteorology and climatology ;20;11;311.39;15/12/2014;2;portugues
1514;System verification;40;11;502.4;16/03/2014;2;portugues
1515;Linguagens ;66;11;222.51;12/04/2009;2;portugues
1516;Como as empresas podem participar de programas de segurança alimentar com a mobilizaçào dos funcionários ;50;11;335.77;10/09/2014;1;portugues
1517;Avaliações, diagnísticos e análises de ações, programas e projetos em segurança pública ;10;11;91.71;29/06/2009;5;portugues
1518;Lâder de mudança e grupo operativo ;16;11;107.07;08/11/2010;3;portugues
1519;Crise do socialismo e ofensiva neoliberal ;14;11;233.65;01/08/2005;1;portugues
1520;Solutions manual to accompany Fundamentals of queueing theory ;47;11;365.74;19/09/2006;1;portugues
1521;Avaliaçào da execuçào, resultados e impactos do FNE Proatur ;37;11;128.64;22/10/2004;5;portugues
1522;Ensaios sobre teoria do direito e filosofia ;42;11;486.44;25/10/2018;2;portugues
1523;Pesquisa em ciências sociais aplicadas;1;11;210.13;14/07/2018;5;portugues
1524;Direitos fundamentais;24;11;496.3;02/01/2003;2;portugues
1525;O sapo no inverno ;2;11;104.2;18/02/2001;1;portugues
1526;Politicas & indicadores da qualidade na educaçào superior ;39;11;212.85;28/07/2009;2;portugues
1527;Antonin Artaud;46;11;209.78;01/04/2015;4;portugues
1528;As etapas do pensamento sociolígico ;10;11;219.25;22/01/2005;2;portugues
1529;Ordem e histíria  ;49;11;81.98;28/12/2002;4;portugues
